batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B023046,544,691,12,148,561,355,529,330,613,13,819,467,819,594,431,884,124,917,624,146,35,813,685,386,818,30,222,64,798,306
B040220,595,35,250,702,362,216,345,628,102,822,256,575,456,770,637,436,550,269,503,632,614,144,544,698,353,376,440,841,19,204
B005714,225,824,900,127,727,547,342,52,603,605,666,833,516,602,509,925,991,303,536,771,289,29,912,351,213,298,803,739,348,622
B014202,490,908,588,170,183,790,309,649,886,617,210,367,725,122,438,358,842,977,930,571,649,878,131,740,398,319,492,927,378,407
B034381,930,456,662,615,627,194,217,578,5,326,760,37,760,26,331,777,880,556,202,121,859,502,377,114,766,195,734,206,208,66
B013502,160,960,876,278,422,102,578,766,902,252,232,341,111,814,36,106,114,589,91,168,887,516,338,998,24,770,240,886,760,66
B001120,578,391,907,408,473,830,62,29,172,436,693,391,512,952,930,159,118,265,184,735,135,582,96,784,489,768,747,453,189,34
B010693,845,371,698,698,593,215,331,227,168,380,68,723,548,791,186,726,41,763,565,765,279,749,829,576,101,747,650,165,616,285
B014777,260,220,985,88,154,487,555,120,161,687,584,825,3,101,703,611,301,319,626,133,896,606,938,7,95,3,605,148,21,254
B034810,305,404,587,405,486,818,204,378,542,793,640,296,328,455,838,282,575,804,917,521,461,386,738,26,120,595,876,193,933,955
B006737,878,965,648,950,50,431,57,750,418,889,582,902,322,381,599,62,556,502,75,957,159,776,325,497,675,896,677,935,211,691
B031666,313,482,915,213,493,556,297,456,895,522,278,954,854,506,502,537,204,686,565,28,357,345,33,318,374,187,540,183,773,30
B048473,215,155,327,599,64,804,850,212,506,883,340,628,33,947,462,164,16,827,484,483,761,779,305,772,956,816,741,512,576,184
B023834,640,518,276,860,886,354,582,565,115,663,513,425,315,658,917,406,527,960,194,253,452,531,792,683,879,902,514,943,757,422
B020603,576,500,708,858,392,936,673,738,901,472,21,419,240,167,727,915,421,524,971,208,36,630,291,895,642,281,497,88,468,546
B001420,830,92,700,779,654,724,539,730,16,42,137,99,440,50,848,523,946,232,851,439,107,279,345,236,27,601,537,329,630,970
B012289,241,155,964,633,976,689,555,313,773,6,892,185,496,980,116,840,595,64,671,53,125,55,565,685,322,526,42,16,499,40
B019450,320,642,324,178,422,412,176,848,854,289,829,316,825,67,843,345,460,650,411,3,762,769,854,456,401,146,345,573,189,92
B018441,252,480,625,540,187,120,983,562,613,535,775,394,758,578,253,238,466,602,358,786,177,956,494,743,715,238,575,120,837,851
B000461,952,994,208,653,356,277,512,313,28,953,977,752,848,37,81,399,696,786,212,392,763,437,688,249,115,604,332,842,799,359
B034168,873,46,736,755,573,800,725,24,507,831,492,834,484,342,145,530,439,264,496,428,422,105,84,54,768,466,899,116,687,155
B049146,604,991,23,973,425,26,530,8,564,721,590,103,139,737,473,922,589,939,547,584,589,719,498,232,100,283,359,423,548,905
B017426,981,609,908,193,96,684,439,234,713,809,338,966,122,502,837,665,539,15,212,55,864,269,292,694,138,779,945,744,963,101
B000915,931,63,59,519,435,258,717,443,186,740,753,370,607,132,859,492,24,198,634,414,767,770,76,798,944,250,590,825,841,740
B043354,187,765,893,523,474,14,574,159,393,535,283,555,853,983,343,390,212,237,914,614,798,251,8,146,887,506,648,74,893,356
B039185,342,587,767,499,243,34,302,378,533,167,423,317,426,98,227,812,929,975,615,995,578,74,794,73,750,812,636,734,256,169
B035255,59,999,780,28,896,841,166,950,727,82,450,737,629,893,127,493,19,244,270,614,296,870,359,80,641,323,403,48,805,528
B027712,656,835,576,969,822,678,213,351,734,864,626,190,226,101,942,669,535,304,232,177,976,15,30,719,738,950,938,490,472,647
B009407,188,396,603,405,973,167,678,618,701,964,565,266,711,712,562,759,924,103,976,905,999,349,815,130,965,121,319,243,675,976
B042089,787,76,472,624,283,924,494,202,395,14,107,289,684,959,460,690,118,942,191,753,67,644,911,635,805,564,234,546,605,34
B016459,81,229,365,971,988,720,238,775,659,702,333,302,572,518,115,837,602,330,751,693,942,959,900,676,256,399,527,128,503,151
B013945,64,864,57,747,949,416,258,881,773,796,22,839,678,127,37,892,368,238,593,37,126,659,746,905,713,975,810,127,839,21
B038877,94,412,552,104,381,939,142,390,310,214,923,755,692,74,182,380,605,182,473,985,172,157,473,625,198,565,714,470,485,548
B037371,580,47,790,521,450,356,235,662,410,978,33,890,160,971,441,395,546,665,481,788,957,963,917,403,600,705,489,940,647,250
B043633,54,206,554,578,498,136,599,657,702,783,609,910,162,800,269,97,450,956,534,748,147,387,858,223,474,10,789,990,629,42
B043943,242,720,847,167,466,820,186,323,162,614,427,734,833,812,756,990,407,911,595,769,151,748,644,204,213,206,627,86,964,700
B002641,900,523,958,256,950,331,88,131,414,763,29,129,911,831,224,6,552,979,938,858,614,161,890,21,710,448,518,981,956,20
B029371,48,111,972,34,448,271,201,668,746,980,812,809,859,591,796,984,219,438,452,808,216,969,797,94,605,359,503,324,420,419
B002372,869,139,271,15,558,18,698,231,967,223,275,527,464,359,838,598,65,916,190,551,456,374,863,296,59,410,746,877,621,100
B001853,106,248,134,148,589,862,416,634,836,763,795,572,662,478,190,678,284,10,200,155,575,738,884,24,543,187,699,522,534,837
B022806,94,769,404,179,513,989,338,754,201,344,341,992,282,132,8,165,750,13,477,130,719,537,904,647,689,574,256,69,141,664
B050050,589,559,795,312,426,334,325,18,844,867,973,547,639,759,376,380,778,289,725,910,311,40,874,245,927,399,451,241,374,241
B003004,213,510,354,548,345,571,950,14,275,619,598,447,213,375,850,533,130,278,380,499,9,133,733,205,548,922,83,196,893,234
B043084,283,403,20,92,384,699,943,100,221,475,33,874,366,659,156,382,425,637,241,421,449,222,51,100,487,544,835,543,44,4
B029161,429,230,742,388,972,930,511,186,76,561,792,579,692,948,60,573,894,802,133,818,522,967,244,328,744,390,38,298,643,414
B016286,701,724,440,193,543,399,975,568,228,939,273,192,571,273,431,168,87,167,174,113,340,627,663,631,365,119,333,769,380,762
B039656,195,211,184,105,319,90,321,107,115,67,667,139,825,551,930,548,903,992,848,300,926,816,928,210,766,220,593,224,773,104
B035612,818,778,678,812,692,757,251,109,464,828,340,870,784,325,517,88,418,859,736,655,508,57,882,947,190,520,725,148,520,622
B013474,275,844,786,64,489,155,44,463,821,959,574,411,639,738,33,678,568,777,411,139,214,813,481,712,233,689,471,403,550,271
B045319,816,528,677,421,490,437,508,669,318,340,720,833,531,575,9,220,573,836,569,256,125,714,759,43,397,624,132,183,765,367
B023882,511,212,690,83,875,72,408,419,821,639,321,76,585,587,740,983,638,207,493,938,823,151,655,563,290,497,227,906,993,399
B006250,79,301,449,193,831,559,853,469,197,733,540,319,454,26,275,172,414,409,420,975,131,73,221,830,293,967,657,797,428,377
B005540,846,5,48,975,282,290,976,68,928,879,909,111,983,333,866,86,895,261,292,446,461,631,852,761,959,835,708,917,190,61
B038046,623,616,636,751,869,236,346,184,124,4,559,105,462,439,188,30,437,267,611,41,817,871,13,623,905,742,357,771,963,516
B011611,523,800,615,218,209,624,495,819,344,437,586,303,879,120,899,990,262,950,474,664,489,526,653,571,693,482,973,762,24,276
B046213,117,844,588,819,860,877,13,594,587,824,645,478,314,762,11,930,126,17,495,264,307,750,991,310,240,632,249,133,556,348
B043052,228,938,475,794,240,627,879,965,1,705,201,939,824,596,324,295,409,557,484,148,300,719,737,52,780,986,699,607,798,239
B024345,732,956,380,96,772,930,943,375,403,787,875,439,980,521,561,730,66,388,664,144,40,7,77,8,723,138,499,570,333,368
B020199,766,603,89,332,996,569,238,858,789,333,971,805,645,691,365,800,499,674,184,80,115,858,925,661,723,448,985,342,71,592
B046789,848,708,728,10,9,511,824,31,474,271,478,472,240,477,895,642,451,427,517,881,170,665,249,378,139,600,654,138,368,406
B038097,671,707,473,172,645,502,910,666,918,552,591,404,763,959,845,650,476,795,907,318,600,515,521,842,35,193,286,555,408,908
B049142,92,529,628,584,148,500,569,712,301,518,335,333,234,628,858,158,582,813,123,5,824,214,492,206,876,347,324,5,797,376
B007792,201,491,689,995,625,526,881,672,49,961,44,928,563,838,936,904,769,403,645,895,682,782,550,475,74,63,313,136,744,544
B012401,764,92,8,377,645,720,457,752,204,208,296,163,881,829,503,782,73,879,371,300,897,32,855,551,349,888,789,723,207,770
B002938,611,997,119,168,389,262,777,657,573,476,885,995,587,774,300,817,965,579,62,700,780,101,262,484,74,476,374,644,448,863
B021570,985,382,315,944,259,38,270,417,613,359,348,877,31,137,630,455,764,901,497,759,501,8,965,61,669,188,416,860,904,461
B036550,170,355,707,307,847,984,832,882,796,557,787,189,263,517,9,198,486,505,929,691,297,231,467,781,633,647,404,118,468,846
B048472,43,369,505,616,716,517,88,259,71,741,683,183,237,736,337,830,973,457,858,16,42,496,492,320,461,674,604,219,177,947
B009483,773,719,46,315,562,807,256,349,495,929,330,908,900,268,562,915,950,374,836,140,261,221,265,21,682,991,893,612,994,313
B033552,394,745,936,409,41,984,261,586,146,844,218,598,438,976,568,544,254,515,492,955,145,473,779,294,77,357,261,456,589,992
B026372,466,23,128,545,31,447,841,572,58,126,859,181,829,35,667,519,698,922,327,552,428,680,439,548,719,339,356,209,729,204
B028636,425,487,524,163,987,549,247,769,391,785,701,239,79,180,238,873,4,847,920,918,47,478,184,159,364,858,657,271,714,199
B049730,853,274,386,302,66,426,233,842,104,874,297,721,758,392,620,464,722,156,775,771,662,628,731,109,872,804,465,806,995,173
B007583,577,414,546,288,89,455,761,331,396,87,336,967,34,376,4,418,532,950,300,121,963,394,7,320,475,102,0,879,764,46
B023106,315,64,62,498,479,809,298,835,528,18,501,693,346,13,84,684,824,688,302,289,353,996,904,74,781,988,278,441,516,907
B048799,724,869,266,240,317,92,626,840,981,843,792,961,22,355,157,289,41,175,849,248,937,318,548,79,810,500,576,503,400,653
B008206,76,481,270,881,795,186,410,151,83,121,199,146,321,475,321,56,982,786,994,209,401,376,736,867,682,256,873,681,354,367
B035639,79,226,637,466,342,256,738,275,141,689,44,276,586,910,921,424,491,508,659,738,681,359,303,908,566,210,816,675,75,561
B031033,273,396,91,287,692,613,882,586,908,981,783,230,336,7,115,583,862,901,396,967,175,325,81,26,846,212,435,95,666,632
B026409,307,334,275,722,435,252,48,982,110,821,340,235,61,337,733,102,344,999,847,856,625,383,728,600,487,652,273,413,710,853
B030626,901,95,453,752,128,497,189,218,49,740,592,293,379,591,559,541,353,760,619,693,589,525,935,433,99,844,535,65,385,283
B032787,511,792,982,821,699,735,566,147,34,962,443,125,883,501,666,338,379,704,472,510,987,557,349,959,716,95,661,261,3,246
B001472,9,808,370,308,382,61,710,841,498,186,258,300,330,117,624,57,76,594,587,53,426,476,251,466,516,842,258,410,84,386
B049680,834,374,380,60,554,327,266,377,871,782,458,96,659,580,928,353,112,87,784,258,835,854,614,204,276,477,324,276,948,322
B003450,297,617,178,949,612,34,405,617,72,974,855,786,17,553,530,403,95,305,20,785,599,576,7,377,577,154,438,489,87,474
B030729,404,602,632,910,474,770,547,417,917,568,694,76,220,172,191,653,736,937,531,292,126,492,578,238,598,535,706,20,890,349
B032843,678,760,770,788,138,47,950,251,506,148,196,141,224,870,195,272,577,278,826,230,625,588,427,276,890,918,572,256,813,262
B039586,643,742,118,334,663,89,851,464,297,73,708,450,210,6,203,631,801,156,434,98,299,698,285,430,237,587,520,854,928,693
B039092,422,918,712,197,540,475,281,707,960,656,74,401,591,652,741,136,792,141,426,726,916,629,342,464,322,474,644,552,244,857
B046283,232,468,132,590,214,505,651,273,67,211,588,451,123,918,322,967,649,893,689,685,626,834,866,214,975,551,913,291,729,928
B025705,245,540,187,451,212,67,142,257,577,66,494,736,604,666,849,98,37,23,813,653,824,368,469,950,323,354,521,103,897,314
B021033,488,972,43,810,359,300,846,467,463,514,513,177,364,450,562,115,974,206,826,323,412,524,708,709,544,858,239,623,134,695
B040616,372,707,756,276,730,558,273,300,943,885,416,980,69,524,660,341,315,625,330,693,69,834,618,191,604,807,676,203,231,862
B043316,153,347,631,710,695,903,64,946,64,430,572,894,429,480,42,29,922,583,327,738,500,599,452,468,588,14,160,245,415,973
B018017,742,264,310,675,901,496,744,724,241,667,812,627,691,239,394,782,362,330,851,461,928,841,704,516,962,476,562,940,979,182
B024195,288,316,934,429,830,420,802,599,759,375,154,536,30,446,818,711,762,365,327,457,762,166,96,283,626,695,902,683,492,367
B016098,657,670,141,777,551,883,942,253,985,960,824,99,919,239,169,852,431,49,246,522,344,857,644,735,46,558,556,482,535,324
B026059,577,526,524,560,455,179,451,964,422,329,28,681,984,130,821,944,311,340,630,679,280,899,895,592,764,520,447,399,385,991
B014770,571,3,256,109,21,129,463,250,624,710,605,44,14,454,789,381,634,598,413,213,939,320,75,811,66,446,53,599,287,412
B001710,683,691,583,434,551,371,499,598,504,426,753,480,533,671,98,177,923,357,800,214,582,276,838,283,72,128,236,281,726,524
B046497,140,304,320,489,721,535,253,55,770,123,287,274,94,772,428,164,376,570,833,640,634,424,4,883,981,954,584,220,370,704
B000862,44,245,624,403,722,520,142,241,516,873,462,515,839,614,664,558,281,159,221,248,968,796,309,626,229,153,137,266,212,654
B002259,338,3,291,200,251,855,39,204,713,231,510,682,551,697,638,902,141,955,450,844,374,850,232,424,664,703,144,813,407,583
B022647,238,421,723,427,597,570,157,786,752,947,761,110,577,628,433,493,985,285,747,79,911,723,722,884,298,480,7,809,878,927
B041901,269,809,298,638,261,374,352,40,653,116,150,338,949,911,865,16,558,972,271,987,659,226,529,892,374,309,357,416,212,851
B028767,799,504,233,22,814,558,23,525,727,703,558,728,829,160,390,783,430,704,269,958,30,966,338,471,965,837,91,973,658,592
B012420,45,989,18,219,133,612,232,708,436,936,109,439,510,952,866,191,672,684,105,256,189,257,917,131,797,602,963,284,198,889
B013082,182,970,905,177,191,43,321,447,8,857,290,5,134,479,290,693,526,815,241,395,122,253,831,728,378,480,267,162,10,595
B020875,562,433,11,73,733,372,673,658,161,345,264,721,220,483,138,545,390,276,474,926,872,765,58,573,571,167,343,774,268,373
B016318,739,255,56,512,369,32,12,922,57,612,550,366,124,823,25,248,919,568,33,655,647,328,589,809,290,411,893,970,103,570
B016678,853,627,831,162,238,375,498,82,306,358,317,506,54,405,575,504,273,664,590,841,466,61,197,306,755,275,855,540,865,172
B044940,430,115,680,627,985,420,285,101,55,238,195,218,107,203,400,734,152,79,193,284,330,986,784,107,709,111,435,492,334,578
B043827,739,972,991,754,148,683,546,732,858,305,9,789,60,262,865,850,690,308,219,442,939,222,339,225,860,972,709,346,446,738
B035459,655,91,528,991,987,893,88,209,192,604,710,498,83,447,864,580,789,639,746,595,562,493,115,933,710,547,28,547,748,661
B034171,337,394,817,556,69,93,243,660,75,576,749,993,855,860,997,478,825,363,138,860,190,277,994,455,619,304,558,658,354,610
B001842,805,873,535,32,195,316,777,984,537,297,366,25,710,132,534,865,840,917,250,776,71,335,16,464,150,557,798,459,923,899
B003362,757,641,582,509,268,537,641,314,308,29,833,321,695,222,570,715,72,817,976,122,118,347,296,593,479,960,422,983,67,470
B016556,948,85,621,808,821,875,299,639,745,434,15,684,660,785,613,706,887,710,122,395,499,567,223,513,963,226,404,68,366,572
B036603,493,236,697,818,268,671,203,10,838,486,585,262,110,428,175,879,9,424,972,882,687,459,231,17,210,438,503,594,668,675
B013481,848,623,320,418,609,727,275,746,196,531,769,58,371,969,333,904,357,901,156,320,835,174,636,567,982,703,760,755,861,571
B027359,157,462,334,903,608,861,809,359,385,253,84,533,427,699,944,487,96,437,510,845,122,77,888,370,56,491,173,385,486,285
B014087,58,256,269,478,931,911,165,807,43,728,129,787,630,669,595,302,741,32,350,78,318,443,311,131,734,526,469,743,738,693
B042841,674,316,915,36,831,924,855,634,769,581,78,207,197,488,599,755,19,955,478,781,681,341,319,800,689,380,988,168,161,365
B007078,212,129,480,264,789,734,879,358,192,686,324,893,783,683,514,398,471,335,394,889,382,220,776,529,380,506,605,518,850,352
B023107,367,543,479,370,199,584,161,965,93,717,866,315,323,772,560,235,390,393,959,825,953,991,568,95,189,857,244,787,625,72
B014297,517,761,437,533,679,36,955,968,331,46,348,792,609,597,705,517,976,763,274,637,766,109,190,955,588,791,651,991,186,949
B022069,378,657,864,65,850,912,881,730,419,561,742,784,775,90,146,890,273,473,848,741,530,163,959,693,381,40,996,378,403,610
B049466,932,475,305,389,352,904,539,836,196,262,810,508,481,147,105,652,300,47,400,412,823,619,103,833,425,893,935,610,203,419
B035536,507,418,217,133,938,460,1,315,271,400,636,557,961,561,874,175,960,823,152,557,521,571,270,776,47,343,977,632,289,328
B040857,794,882,883,971,295,774,837,625,861,65,972,941,104,357,214,529,828,188,472,897,930,177,920,261,475,979,64,906,594,380
B019410,219,82,343,718,864,671,271,851,38,293,763,268,580,627,841,137,925,794,576,162,195,541,233,520,943,695,955,747,764,607
B011310,61,249,514,78,677,981,624,501,777,176,786,581,619,4,89,629,75,174,887,892,191,219,527,776,1,91,202,254,535,689
B027146,313,442,194,610,61,604,58,19,529,356,63,873,818,24,845,443,894,842,615,904,362,774,993,612,495,524,130,40,93,945
B014617,856,948,541,928,994,973,409,776,53,374,552,176,38,711,181,115,447,555,216,428,726,579,335,661,384,517,126,943,79,765
B050244,115,528,145,188,189,135,526,580,649,852,823,575,994,799,686,692,945,467,888,716,69,580,367,376,997,592,362,23,484,299
B031729,280,211,878,688,848,887,639,861,457,743,231,281,508,449,955,43,573,139,210,667,2,238,395,124,869,450,541,0,703,61
B001588,503,218,220,758,451,908,369,906,795,408,75,996,8,412,81,958,970,450,929,612,30,339,223,48,481,373,739,896,757,898
B033374,455,842,545,460,822,642,21,322,781,640,933,113,995,856,455,873,487,214,698,811,678,539,124,175,605,680,861,784,924,348
B048119,326,418,237,723,280,823,713,430,783,789,601,286,134,264,213,724,679,975,104,174,863,578,397,736,735,370,782,144,73,1
B005919,244,764,193,125,801,784,98,488,705,188,589,193,478,151,320,108,384,207,251,638,118,888,755,976,199,799,351,411,668,838
B029793,887,291,827,899,651,805,397,326,200,116,423,547,690,27,631,782,729,330,758,552,272,45,782,801,686,139,139,835,993,846
B042429,462,75,758,487,28,165,103,835,426,116,668,641,709,197,419,97,450,323,874,616,108,471,609,323,664,408,258,493,771,204
B023890,523,250,39,935,920,969,508,918,133,283,724,783,568,232,168,825,538,784,857,320,7,427,691,924,960,271,961,436,767,808
B011606,202,44,423,94,137,769,574,317,514,413,823,237,348,443,860,180,594,458,264,977,344,254,381,120,254,618,713,328,433,3
B035724,131,306,328,527,876,633,930,388,840,462,114,810,62,750,399,817,15,735,92,174,449,981,780,267,327,926,653,696,795,790
B034082,524,975,720,782,758,147,253,245,170,686,345,904,392,586,95,29,632,209,941,203,148,184,965,62,109,587,398,777,22,128
B016746,213,550,394,322,391,209,4,745,528,640,197,483,691,209,57,61,777,114,485,625,403,356,574,262,227,822,433,185,686,195
B007654,215,969,253,405,483,582,739,758,480,246,169,34,865,467,432,529,138,566,350,280,916,892,324,53,974,428,554,287,502,49
B037731,548,956,166,786,895,854,324,269,257,304,95,183,535,183,560,669,175,437,105,948,299,456,478,21,849,128,366,983,717,930
B015964,267,491,534,28,427,522,25,8,334,876,354,966,564,247,984,626,352,831,329,847,997,461,159,416,496,108,72,25,995,69
B045481,89,921,402,251,696,901,516,129,791,737,636,10,868,936,476,481,741,592,636,84,936,428,400,206,992,154,267,617,289,766
B019546,715,664,825,969,687,785,174,951,915,894,232,390,245,604,278,76,205,258,762,826,175,852,293,907,676,491,29,171,887,762
B033456,66,159,765,47,761,311,11,740,680,335,966,624,314,704,719,134,616,68,172,985,580,569,594,81,683,468,305,669,25,523
B017825,529,919,254,505,855,780,425,424,266,16,57,961,754,205,137,778,976,15,551,786,694,740,341,905,508,357,387,286,291,14
B022756,746,619,964,173,320,664,417,973,996,501,686,972,808,840,176,205,758,259,994,119,287,26,514,452,824,958,546,538,945,320
B047205,190,527,104,597,654,743,257,676,829,46,231,642,220,692,224,678,732,949,80,158,438,438,996,307,640,825,146,192,328,626
B009165,243,402,366,718,561,550,804,837,40,876,175,965,635,236,697,496,483,314,500,840,233,139,713,15,924,873,87,699,193,361
B019598,539,91,392,116,557,684,958,159,988,600,47,768,257,52,804,801,746,777,719,627,413,540,759,598,998,541,483,318,774,185
B049100,965,359,827,794,516,972,929,691,743,147,511,309,951,414,936,67,329,587,256,274,63,150,722,547,385,658,427,578,269,370
B010952,454,680,617,433,113,17,797,668,933,945,641,722,718,96,239,62,611,223,734,860,995,250,693,696,684,961,171,413,399,46
B007737,649,447,811,576,639,413,649,627,749,37,515,982,765,156,159,938,468,511,789,338,334,740,975,700,313,30,46,511,427,633
B027773,153,552,467,338,213,434,959,927,104,719,800,648,975,321,177,479,736,139,526,230,898,623,740,138,271,227,897,466,305,415
B020040,171,550,549,290,292,900,734,248,777,346,682,610,710,135,598,241,477,337,648,320,345,383,625,56,904,393,436,128,660,210
B014198,139,572,865,918,715,274,62,573,810,747,924,526,452,962,585,620,645,130,808,126,849,707,673,756,25,964,619,652,97,573
B037313,478,148,407,420,594,946,584,771,732,811,37,803,539,379,670,235,585,431,784,696,135,950,65,497,522,462,155,198,780,526
B004440,909,222,882,867,50,477,120,141,839,595,510,984,237,194,348,291,786,955,390,913,750,483,508,769,466,539,13,810,55,562
B030815,783,996,977,938,634,499,136,347,900,172,994,57,149,74,47,971,961,646,894,339,307,662,239,279,510,234,587,702,25,4
B005062,254,343,32,434,149,216,884,86,891,781,10,91,477,779,229,361,650,529,939,456,892,758,830,398,169,564,849,321,418,532
B003460,108,352,532,561,607,644,170,92,334,285,366,12,167,974,211,947,412,556,16,793,805,459,335,848,309,7,273,805,0,855
B049845,835,547,485,662,307,327,127,634,533,534,783,999,652,693,209,198,296,246,214,793,938,641,513,994,277,419,49,858,497,303
B031017,470,826,337,43,391,959,249,344,729,391,702,249,443,452,312,475,33,931,260,74,326,636,439,173,601,816,517,861,763,438
B039020,118,470,37,905,401,477,969,716,380,568,257,541,657,340,856,607,3,221,830,794,350,362,385,964,858,777,484,274,100,293
B050339,388,321,119,172,937,305,167,932,193,193,428,318,820,229,902,964,786,428,914,601,5,982,245,857,946,874,323,631,778,299
B040003,802,911,463,119,220,13,523,438,397,489,969,793,771,75,34,335,552,246,382,536,613,535,801,571,41,431,261,681,968,271
B005214,656,839,51,824,991,208,952,632,450,882,735,383,281,84,794,721,996,9,34,916,844,202,658,105,847,159,559,671,639,0
B015525,497,400,56,82,31,91,109,67,796,403,867,226,86,367,617,159,672,627,200,34,322,996,468,860,724,13,198,963,465,35
B041031,822,825,798,199,799,60,332,670,214,296,822,877,681,898,110,749,610,275,275,170,405,29,875,630,999,497,83,191,742,15
B002099,276,10,450,874,185,568,919,898,635,863,849,225,442,698,382,118,148,150,860,190,131,528,731,264,889,747,768,544,42,160
B027271,332,983,555,899,29,452,849,67,46,534,317,933,137,30,40,212,632,621,499,599,339,822,711,972,812,706,65,179,464,327
B032317,453,211,990,366,812,306,973,457,825,828,664,161,171,946,649,174,572,495,586,328,6,139,557,964,463,474,549,406,936,41
B010974,870,280,737,18,42,120,964,136,943,574,656,502,444,105,398,667,125,433,296,413,83,775,620,32,794,724,492,599,402,198
B019521,296,273,323,195,191,974,822,460,898,231,935,395,714,191,336,858,831,984,290,183,894,863,30,977,959,882,408,389,898,678
B040136,748,17,428,975,192,252,145,434,944,418,620,119,133,828,675,68,6,995,90,287,6,6,568,67,333,153,367,322,411,409
B039451,540,409,63,204,300,308,36,823,616,820,629,600,67,235,409,218,239,932,248,997,589,654,941,840,397,74,199,439,105,113
B002465,751,613,33,767,609,32,114,640,921,232,942,733,7,280,666,881,110,688,894,907,400,684,424,961,416,609,691,868,728,88
B000457,640,371,709,413,593,78,706,62,206,947,696,458,80,762,720,39,182,704,682,662,790,541,959,365,7,759,287,439,606,466
B044771,405,270,742,485,940,812,358,694,685,334,750,578,875,838,575,878,76,476,447,88,881,396,892,153,452,534,373,123,774,759
B004106,110,362,316,145,832,29,797,38,946,85,884,373,901,498,802,253,85,795,695,667,184,47,588,566,123,542,392,73,123,451
B025999,14,148,573,678,732,795,645,418,116,415,604,351,562,106,586,27,549,962,184,388,670,71,318,538,832,771,489,65,711,119
B035809,957,163,258,730,757,132,914,638,171,170,524,593,139,794,569,39,938,314,847,373,116,892,141,247,190,671,831,959,99,734
B045814,159,250,632,614,150,645,25,3,487,804,482,212,712,991,702,13,911,735,397,482,311,751,789,888,294,833,95,736,168,473
B015759,707,53,6,303,94,177,970,101,806,350,669,171,959,344,137,430,483,144,797,176,341,930,215,550,139,761,846,639,863,628
B036885,311,734,535,919,290,177,329,469,431,356,688,503,80,580,355,255,333,688,739,219,928,649,313,460,555,454,38,646,263,503
B015730,85,270,463,445,171,100,677,35,894,340,989,868,486,880,871,449,829,842,906,790,114,142,105,904,754,675,75,408,233,753
B033874,878,409,344,763,791,1,394,304,507,33,834,940,783,634,95,68,682,901,598,854,197,415,521,223,903,165,511,501,170,873
B003730,603,194,167,317,771,349,978,141,248,754,473,8,184,801,552,334,189,765,21,583,217,987,39,151,629,122,852,920,25,133
B017794,318,651,656,103,474,713,833,244,587,769,394,961,613,28,537,42,468,676,46,743,209,727,357,649,80,957,890,633,179,566
B036018,215,808,926,125,755,774,518,984,740,535,889,591,810,269,348,265,288,589,676,915,277,554,227,781,287,42,688,386,922,89
B039017,185,569,635,910,879,372,819,398,874,657,911,323,697,488,774,745,304,79,281,671,828,173,174,715,240,731,954,458,929,158
B036028,601,341,56,797,975,410,936,490,263,278,368,151,116,734,192,940,277,787,810,63,796,399,946,169,910,830,102,995,688,593
B024929,114,431,50,362,566,642,126,635,41,446,36,333,331,425,353,229,16,148,241,977,36,727,438,769,143,863,576,700,724,853
B026069,587,679,140,469,716,415,761,55,335,576,113,628,950,798,139,579,595,586,602,696,586,734,997,541,983,874,491,241,793,559
B029758,210,305,857,798,115,993,928,826,351,343,271,917,803,183,891,983,26,927,721,416,590,121,101,245,632,488,995,288,947,939
B007782,118,334,176,637,867,118,389,16,894,560,221,46,558,915,43,195,893,1,480,252,69,556,48,101,372,17,99,44,169,638
B015225,496,800,546,818,166,253,30,607,525,750,720,240,280,306,916,184,133,689,519,234,655,178,897,567,850,428,704,565,202,160
B019176,698,23,314,301,299,677,127,731,487,862,188,733,689,718,815,882,336,132,313,756,840,785,379,210,752,619,752,145,787,192
B042270,381,821,863,485,932,483,419,899,621,990,504,472,942,52,218,825,274,217,285,582,842,606,725,682,678,73,299,930,353,44
B024426,301,469,8,605,638,225,877,30,348,578,934,43,56,939,717,633,155,929,68,105,702,231,959,299,199,842,608,327,93,752
B049949,954,375,41,985,185,277,25,895,658,560,386,479,67,364,586,753,100,23,325,487,741,82,893,966,602,71,679,637,293,369
B034075,396,663,685,330,50,878,751,659,647,754,719,531,249,252,16,45,100,366,366,26,859,631,386,160,169,45,792,535,725,573
B021752,152,462,154,980,204,148,167,594,524,179,429,113,148,777,469,616,426,877,323,672,412,59,560,640,716,406,563,849,115,574
B033382,267,68,103,9,588,930,492,808,805,108,156,258,530,909,806,30,775,83,433,829,427,719,947,181,926,110,162,833,575,69
B021689,370,655,11,82,760,953,36,343,203,911,859,608,641,363,488,998,993,414,592,394,623,419,362,710,515,347,577,140,583,270
B018188,434,652,916,120,796,490,488,476,384,581,714,589,13,974,180,774,801,655,685,369,924,73,694,3,248,866,873,602,503,627
B017321,106,314,307,443,577,469,576,62,536,396,979,440,706,911,902,323,497,787,716,491,952,405,172,152,221,72,387,138,256,732
B013790,869,101,134,996,535,262,276,691,316,312,277,313,60,693,893,803,709,362,901,642,362,145,915,941,279,333,237,548,266,381
B028517,479,319,928,761,305,679,352,970,877,84,49,120,284,127,10,19,672,470,339,667,607,57,372,382,700,963,211,914,750,919
