serial_nbr,batchID
S006B046128,B046128
S007B022183,B022183
S004B003856,B003856
S003B048173,B048173
S003B020131,B020131
S000B026136,B026136
S005B031031,B031031
S002B009197,B009197
S008B042483,B042483
S000B005658,B005658
S007B034240,B034240
S007B026731,B026731
S000B049819,B049819
S006B034909,B034909
S002B024639,B024639
S003B033615,B033615
S009B049496,B049496
S008B042429,B042429
S007B007111,B007111
S005B015604,B015604
S007B032547,B032547
S009B007111,B007111
S008B041464,B041464
S007B034841,B034841
S006B048581,B048581
S000B007512,B007512
S000B029806,B029806
S005B005705,B005705
S003B038442,B038442
S008B015225,B015225
S001B000066,B000066
S009B045261,B045261
S009B033169,B033169
S008B007965,B007965
S002B025220,B025220
S008B029793,B029793
S006B001228,B001228
S005B037127,B037127
S005B024022,B024022
S001B036826,B036826
S004B043448,B043448
S002B036619,B036619
S006B025182,B025182
S007B002147,B002147
S001B006749,B006749
S005B050041,B050041
S002B013632,B013632
S001B011840,B011840
S007B016401,B016401
S008B049786,B049786
S002B009923,B009923
S000B022856,B022856
S005B007640,B007640
S001B010898,B010898
S002B042585,B042585
S009B005215,B005215
S002B009162,B009162
S002B039538,B039538
S007B005714,B005714
S008B005658,B005658
S001B014976,B014976
S007B015373,B015373
S008B023318,B023318
S006B003447,B003447
S002B030937,B030937
S009B011975,B011975
S008B037188,B037188
S002B041601,B041601
S001B023704,B023704
S001B031580,B031580
S006B039785,B039785
S004B030674,B030674
S000B031238,B031238
S002B017277,B017277
S002B039685,B039685
S006B001687,B001687
S008B018695,B018695
S001B017277,B017277
S000B016383,B016383
S000B026116,B026116
S007B040721,B040721
S009B001909,B001909
S001B001416,B001416
S000B015524,B015524
S000B006775,B006775
S002B038792,B038792
S000B008134,B008134
S001B049092,B049092
S004B034718,B034718
S007B037439,B037439
S004B013944,B013944
S001B041927,B041927
S006B013372,B013372
S001B049850,B049850
S007B029546,B029546
S004B036345,B036345
S000B002133,B002133
S009B041754,B041754
S002B020305,B020305
S009B016795,B016795
S002B017052,B017052
S002B036636,B036636
S007B007079,B007079
S001B044084,B044084
S000B000886,B000886
S009B043940,B043940
S004B025920,B025920
S002B000697,B000697
S005B044992,B044992
S009B016678,B016678
S007B025658,B025658
S006B041003,B041003
S005B036826,B036826
S006B021544,B021544
S008B018062,B018062
S006B029403,B029403
S006B022856,B022856
S008B032159,B032159
S004B002146,B002146
S009B027406,B027406
S003B016169,B016169
S004B017114,B017114
S002B042117,B042117
S008B018114,B018114
S000B018623,B018623
S005B000824,B000824
S002B011793,B011793
S006B017464,B017464
S003B046559,B046559
S001B044734,B044734
S000B011386,B011386
S002B019503,B019503
S003B049935,B049935
S004B016873,B016873
S003B034108,B034108
S004B023479,B023479
S002B016393,B016393
S006B038792,B038792
S006B013647,B013647
S002B033202,B033202
S009B004708,B004708
S000B005183,B005183
S004B049199,B049199
S008B035778,B035778
S001B011988,B011988
S005B006967,B006967
S003B014875,B014875
S001B010613,B010613
S003B009251,B009251
S003B030999,B030999
S000B013048,B013048
S006B015018,B015018
S000B041899,B041899
S003B006816,B006816
S002B049922,B049922
S006B022183,B022183
S001B029402,B029402
S005B047976,B047976
S007B035424,B035424
S004B006100,B006100
S002B001900,B001900
S001B043963,B043963
S006B038614,B038614
S006B029744,B029744
S008B040834,B040834
S001B023912,B023912
S002B029099,B029099
S000B038300,B038300
S005B002457,B002457
S002B000066,B000066
S002B039290,B039290
S005B028416,B028416
S009B047455,B047455
S003B009923,B009923
S001B043940,B043940
S000B034593,B034593
S002B010065,B010065
S008B034007,B034007
S009B035230,B035230
S009B040822,B040822
S009B040383,B040383
S004B024446,B024446
S008B037419,B037419
S008B016319,B016319
S007B004813,B004813
S001B049202,B049202
S005B016042,B016042
S003B030145,B030145
S008B032648,B032648
S006B041261,B041261
S005B011626,B011626
S000B032889,B032889
S003B037584,B037584
S009B021449,B021449
S009B008310,B008310
S002B005323,B005323
S001B010072,B010072
S001B015969,B015969
S002B048484,B048484
S009B044735,B044735
S001B028791,B028791
S009B042049,B042049
S001B001420,B001420
S003B025615,B025615
S007B013512,B013512
S001B019164,B019164
S000B049887,B049887
S001B019598,B019598
S001B026559,B026559
S003B018697,B018697
S008B033706,B033706
S000B017521,B017521
S006B001955,B001955
S008B019194,B019194
S008B023335,B023335
S006B029087,B029087
S003B043951,B043951
S002B009819,B009819
S004B002550,B002550
S003B000278,B000278
S001B009097,B009097
S007B015787,B015787
S009B018705,B018705
S002B030479,B030479
S008B019376,B019376
S008B047875,B047875
S007B039174,B039174
S000B037508,B037508
S002B028207,B028207
S005B036885,B036885
S008B047032,B047032
S004B006250,B006250
S001B012347,B012347
S002B002938,B002938
S009B015002,B015002
S006B030796,B030796
S007B013647,B013647
S008B015983,B015983
S005B024962,B024962
S000B003161,B003161
S001B042679,B042679
S008B003813,B003813
S003B033374,B033374
S000B005020,B005020
S006B019859,B019859
S002B031242,B031242
S007B041612,B041612
S008B036603,B036603
S001B004989,B004989
S004B023036,B023036
S009B010819,B010819
S000B026419,B026419
S002B014150,B014150
S005B007497,B007497
S008B025615,B025615
S005B023283,B023283
S005B026837,B026837
S003B024838,B024838
S003B043448,B043448
S002B013630,B013630
S000B017359,B017359
S001B035838,B035838
S000B027489,B027489
S004B031637,B031637
S004B044430,B044430
S001B032792,B032792
S002B030461,B030461
S007B029141,B029141
S003B041562,B041562
S009B017321,B017321
S005B041003,B041003
S008B017668,B017668
S007B045114,B045114
S002B014770,B014770
S008B036134,B036134
S009B018720,B018720
S000B004429,B004429
S001B021634,B021634
S006B019104,B019104
S007B009819,B009819
S005B002565,B002565
S008B008566,B008566
S003B008220,B008220
S002B049116,B049116
S008B041812,B041812
S001B012551,B012551
S001B035571,B035571
S000B013562,B013562
S006B047102,B047102
S004B016129,B016129
S001B043109,B043109
S009B031221,B031221
S001B034082,B034082
S001B044992,B044992
S005B013622,B013622
S003B029009,B029009
S004B030162,B030162
S005B025488,B025488
S007B046213,B046213
S006B004312,B004312
S001B011469,B011469
S006B036811,B036811
S008B044454,B044454
S003B005358,B005358
S008B044710,B044710
S009B004587,B004587
S003B017548,B017548
S003B004200,B004200
S000B047810,B047810
S000B032773,B032773
S000B024236,B024236
S009B016828,B016828
S006B035591,B035591
S000B042585,B042585
S000B049935,B049935
S004B027880,B027880
S002B009097,B009097
S009B048296,B048296
S008B044941,B044941
S006B002208,B002208
S008B000947,B000947
S003B032379,B032379
S007B012956,B012956
S008B011653,B011653
S008B013960,B013960
S008B027359,B027359
S008B000411,B000411
S009B021634,B021634
S004B007111,B007111
S005B042674,B042674
S008B007342,B007342
S008B031446,B031446
S008B019537,B019537
S000B018521,B018521
S004B003951,B003951
S003B004247,B004247
S006B019078,B019078
S006B041700,B041700
S006B030249,B030249
S003B002208,B002208
S006B028675,B028675
S003B049922,B049922
S000B040255,B040255
S005B028853,B028853
S000B024126,B024126
S000B029546,B029546
S001B020503,B020503
S006B004712,B004712
S005B034810,B034810
S005B027001,B027001
S007B049788,B049788
S000B021835,B021835
S006B041235,B041235
S006B038427,B038427
S004B027736,B027736
S002B011310,B011310
S001B030241,B030241
S007B019287,B019287
S004B028996,B028996
S007B016606,B016606
S008B044312,B044312
S006B024103,B024103
S001B041225,B041225
S000B050063,B050063
S005B002321,B002321
S003B007297,B007297
S008B021218,B021218
S005B034595,B034595
S004B026834,B026834
S003B034653,B034653
S000B038577,B038577
S001B002146,B002146
S008B019750,B019750
S000B027178,B027178
S003B003161,B003161
S006B037461,B037461
S008B007463,B007463
S007B030657,B030657
S009B021433,B021433
S000B043786,B043786
S000B009361,B009361
S005B032052,B032052
S002B004683,B004683
S003B041612,B041612
S001B015018,B015018
S006B016500,B016500
S003B038408,B038408
S007B047382,B047382
S006B038637,B038637
S005B038792,B038792
S009B025768,B025768
S001B040511,B040511
S003B018521,B018521
S005B044008,B044008
S002B022967,B022967
S002B024381,B024381
S005B025016,B025016
S002B026412,B026412
S004B047580,B047580
S006B048321,B048321
S005B047202,B047202
S002B021689,B021689
S002B000411,B000411
S009B041696,B041696
S002B016498,B016498
S008B010004,B010004
S006B025539,B025539
S005B001588,B001588
S008B034222,B034222
S000B045030,B045030
S007B037895,B037895
S004B031949,B031949
S005B031584,B031584
S008B001932,B001932
S004B045186,B045186
S000B008887,B008887
S004B029445,B029445
S006B008378,B008378
S005B048963,B048963
S009B027588,B027588
S003B024544,B024544
S004B009026,B009026
S006B000124,B000124
S001B005343,B005343
S006B003245,B003245
S006B017395,B017395
S008B016509,B016509
S006B024481,B024481
S009B016042,B016042
S008B033907,B033907
S003B035230,B035230
S007B028137,B028137
S004B015679,B015679
S003B010336,B010336
S000B025542,B025542
S001B009107,B009107
S008B019341,B019341
S008B022860,B022860
S009B037912,B037912
S009B036417,B036417
S009B012708,B012708
S006B035870,B035870
S006B024451,B024451
S008B040087,B040087
S003B029385,B029385
S002B021346,B021346
S003B014124,B014124
S007B036666,B036666
S005B043080,B043080
S001B002330,B002330
S002B027830,B027830
S003B007879,B007879
S006B026837,B026837
S000B005128,B005128
S001B008206,B008206
S000B019893,B019893
S001B038260,B038260
S005B030578,B030578
S000B013609,B013609
S008B026883,B026883
S000B000546,B000546
S005B012098,B012098
S006B043050,B043050
S000B031192,B031192
S007B048472,B048472
S001B020592,B020592
S005B007893,B007893
S000B037416,B037416
S009B043725,B043725
S003B031866,B031866
S003B002849,B002849
S002B000005,B000005
S003B047870,B047870
S008B027146,B027146
S008B031235,B031235
S006B008126,B008126
S007B018455,B018455
S000B001360,B001360
S009B014777,B014777
S008B008887,B008887
S009B026034,B026034
S001B006376,B006376
S008B048520,B048520
S001B004874,B004874
S002B013562,B013562
S001B043353,B043353
S005B030107,B030107
S006B002216,B002216
S003B008884,B008884
S001B036578,B036578
S002B005298,B005298
S007B034593,B034593
S009B019341,B019341
S002B048317,B048317
S007B019129,B019129
S009B033656,B033656
S008B009361,B009361
S004B000448,B000448
S003B013630,B013630
S000B035917,B035917
S000B022545,B022545
S008B030252,B030252
S002B030976,B030976
S005B030748,B030748
S009B044094,B044094
S006B005029,B005029
S002B017538,B017538
S004B004208,B004208
S006B016659,B016659
S003B050333,B050333
S007B042727,B042727
S002B007718,B007718
S009B020875,B020875
S000B024591,B024591
S008B008648,B008648
S005B006843,B006843
S000B026926,B026926
S000B026373,B026373
S006B043394,B043394
S004B046229,B046229
S008B000784,B000784
S004B019805,B019805
S006B023217,B023217
S000B046221,B046221
S000B011803,B011803
S007B005434,B005434
S002B009395,B009395
S005B036790,B036790
S000B041225,B041225
S006B001350,B001350
S001B045476,B045476
S009B037028,B037028
S009B035267,B035267
S007B026778,B026778
S006B034791,B034791
S004B011456,B011456
S007B006843,B006843
S001B016274,B016274
S004B031212,B031212
S005B041453,B041453
S005B035762,B035762
S008B047455,B047455
S009B029226,B029226
S008B026819,B026819
S008B035801,B035801
S001B014773,B014773
S005B005708,B005708
S003B028477,B028477
S009B034903,B034903
S005B036761,B036761
S002B011789,B011789
S009B003676,B003676
S003B045190,B045190
S002B046458,B046458
S009B030789,B030789
S009B048173,B048173
S007B027271,B027271
S009B007124,B007124
S007B023081,B023081
S004B036864,B036864
S005B017144,B017144
S005B004963,B004963
S001B042727,B042727
S000B041812,B041812
S008B013829,B013829
S002B043488,B043488
S009B036018,B036018
S005B000406,B000406
S002B034618,B034618
S000B017077,B017077
S001B047537,B047537
S009B042253,B042253
S007B045801,B045801
S005B040543,B040543
S005B035853,B035853
S003B012672,B012672
S003B008113,B008113
S005B015362,B015362
S006B049202,B049202
S007B014586,B014586
S009B043177,B043177
S000B048174,B048174
S006B013307,B013307
S001B019330,B019330
S008B020001,B020001
S006B030789,B030789
S009B026220,B026220
S000B011469,B011469
S002B045468,B045468
S000B027269,B027269
S002B039822,B039822
S003B043080,B043080
S009B011383,B011383
S000B037731,B037731
S002B001259,B001259
S002B043751,B043751
S001B016053,B016053
S008B001243,B001243
S007B023054,B023054
S003B035459,B035459
S002B000859,B000859
S002B019953,B019953
S005B038559,B038559
S001B002217,B002217
S009B012672,B012672
S007B035861,B035861
S006B023512,B023512
S006B005343,B005343
S005B032555,B032555
S008B008510,B008510
S006B048151,B048151
S004B027116,B027116
S000B017694,B017694
S004B025988,B025988
S009B038623,B038623
S001B010435,B010435
S000B033135,B033135
S002B041169,B041169
S007B010890,B010890
S009B001900,B001900
S006B017144,B017144
S000B033888,B033888
S007B039214,B039214
S009B033527,B033527
S000B028433,B028433
S001B009008,B009008
S002B039362,B039362
S007B037739,B037739
S001B032847,B032847
S005B018196,B018196
S006B000284,B000284
S006B031446,B031446
S007B037925,B037925
S007B031258,B031258
S001B042994,B042994
S007B002565,B002565
S005B012063,B012063
S005B041470,B041470
S002B035267,B035267
S003B039391,B039391
S008B026945,B026945
S001B009388,B009388
S007B009082,B009082
S008B023912,B023912
S009B025270,B025270
S009B003887,B003887
S006B016713,B016713
S009B028584,B028584
S001B015002,B015002
S002B044710,B044710
S000B003462,B003462
S005B024639,B024639
S003B034254,B034254
S004B010890,B010890
S003B037307,B037307
S006B029745,B029745
S006B027116,B027116
S005B026419,B026419
S005B025768,B025768
S009B033738,B033738
S009B028433,B028433
S002B045406,B045406
S004B025239,B025239
S006B035507,B035507
S004B019811,B019811
S009B036790,B036790
S004B019531,B019531
S006B020383,B020383
S001B016767,B016767
S008B011698,B011698
S006B014208,B014208
S005B001550,B001550
S009B014300,B014300
S000B025768,B025768
S008B021484,B021484
S006B039853,B039853
S005B016912,B016912
S001B039381,B039381
S001B031258,B031258
S009B007078,B007078
S003B007282,B007282
S008B021449,B021449
S009B035459,B035459
S007B034791,B034791
S006B013204,B013204
S000B050125,B050125
S007B034653,B034653
S009B050310,B050310
S003B038372,B038372
S002B022847,B022847
S005B041073,B041073
S001B001228,B001228
S004B048213,B048213
S005B012896,B012896
S006B011899,B011899
S007B000402,B000402
S007B014489,B014489
S000B021363,B021363
S006B035044,B035044
S000B047875,B047875
S007B013557,B013557
S007B001769,B001769
S007B019747,B019747
S004B034542,B034542
S006B009141,B009141
S009B022166,B022166
S006B043725,B043725
S008B044735,B044735
S001B049339,B049339
S007B019630,B019630
S004B015373,B015373
S005B013016,B013016
S002B022086,B022086
S000B026548,B026548
S001B028636,B028636
S004B030241,B030241
S002B015746,B015746
S003B019338,B019338
S004B012638,B012638
S004B018657,B018657
S006B016593,B016593
S006B026094,B026094
S007B011870,B011870
S003B018628,B018628
S000B023425,B023425
S003B018765,B018765
S007B036738,B036738
S009B043155,B043155
S004B007124,B007124
S006B011295,B011295
S009B002217,B002217
S009B009049,B009049
S006B050125,B050125
S003B020424,B020424
S003B000196,B000196
S002B040287,B040287
S004B021169,B021169
S009B012791,B012791
S001B033446,B033446
S001B035769,B035769
S004B013085,B013085
S001B029116,B029116
S008B012930,B012930
S004B009728,B009728
S005B017562,B017562
S005B032379,B032379
S008B041636,B041636
S006B040177,B040177
S002B049845,B049845
S009B014633,B014633
S009B001306,B001306
S003B048136,B048136
S007B024990,B024990
S005B011456,B011456
S002B006843,B006843
S002B001387,B001387
S007B043316,B043316
S005B034842,B034842
S008B000824,B000824
S008B010795,B010795
S009B016607,B016607
S009B014646,B014646
S007B013178,B013178
S008B014450,B014450
S002B022721,B022721
S008B018444,B018444
S000B019194,B019194
S009B008560,B008560
S003B050248,B050248
S008B043514,B043514
S009B028732,B028732
S009B039070,B039070
S007B034314,B034314
S008B031637,B031637
S007B007039,B007039
S004B016042,B016042
S004B037634,B037634
S008B009162,B009162
S006B000148,B000148
S001B031799,B031799
S000B030789,B030789
S000B046622,B046622
S007B041096,B041096
S005B017521,B017521
S004B018778,B018778
S007B034072,B034072
S009B025505,B025505
S000B035736,B035736
S009B014773,B014773
S003B044908,B044908
S006B045996,B045996
S002B039522,B039522
S000B024639,B024639
S002B040531,B040531
S008B010935,B010935
S001B000496,B000496
S006B042854,B042854
S005B043659,B043659
S001B012714,B012714
S005B028805,B028805
S004B032395,B032395
S004B011970,B011970
S002B041562,B041562
S007B048745,B048745
S001B040026,B040026
S004B012774,B012774
S009B001896,B001896
S005B009860,B009860
S000B002719,B002719
S001B027328,B027328
S009B020592,B020592
S000B028207,B028207
S001B043033,B043033
S002B011356,B011356
S008B012591,B012591
S004B037309,B037309
S009B012551,B012551
S007B043032,B043032
S004B005685,B005685
S009B037592,B037592
S003B006279,B006279
S004B032230,B032230
S001B024628,B024628
S001B014646,B014646
S007B014773,B014773
S004B026317,B026317
S004B019747,B019747
S006B042645,B042645
S004B003587,B003587
S000B032607,B032607
S003B047267,B047267
S001B009455,B009455
S000B048718,B048718
S001B040721,B040721
S007B023159,B023159
S009B032607,B032607
S001B034240,B034240
S008B021996,B021996
S007B006609,B006609
S007B043741,B043741
S004B007667,B007667
S007B040511,B040511
S001B029744,B029744
S003B014150,B014150
S007B045804,B045804
S005B026293,B026293
S000B028759,B028759
S007B031764,B031764
S006B031531,B031531
S003B018670,B018670
S008B004653,B004653
S000B041700,B041700
S009B021653,B021653
S004B012263,B012263
S002B027354,B027354
S004B010072,B010072
S007B005975,B005975
S008B045949,B045949
S008B030558,B030558
S005B008134,B008134
S001B008315,B008315
S002B018394,B018394
S007B039493,B039493
S007B038264,B038264
S005B006737,B006737
S001B027249,B027249
S006B008705,B008705
S007B006790,B006790
S005B031228,B031228
S000B026293,B026293
S000B031057,B031057
S005B026034,B026034
S007B036531,B036531
S008B030123,B030123
S007B008310,B008310
S002B015317,B015317
S005B029766,B029766
S007B013224,B013224
S004B020378,B020378
S002B021673,B021673
S006B017052,B017052
S002B049521,B049521
S008B030862,B030862
S006B038559,B038559
S009B005176,B005176
S001B020577,B020577
S004B014252,B014252
S005B005747,B005747
S001B020021,B020021
S002B016593,B016593
S007B030475,B030475
S009B001120,B001120
S005B046221,B046221
S004B045848,B045848
S009B046003,B046003
S005B010079,B010079
S003B008306,B008306
S009B025905,B025905
S007B030512,B030512
S004B043188,B043188
S000B018778,B018778
S008B027565,B027565
S009B007249,B007249
S002B048570,B048570
S006B017397,B017397
S009B014305,B014305
S003B026928,B026928
S006B038352,B038352
S005B031221,B031221
S001B025768,B025768
S006B014466,B014466
S009B013139,B013139
S005B031646,B031646
S004B040317,B040317
S003B040321,B040321
S002B020823,B020823
S000B024674,B024674
S000B012714,B012714
S005B027764,B027764
S005B002229,B002229
S000B015787,B015787
S006B024544,B024544
S003B013581,B013581
S000B044728,B044728
S005B030304,B030304
S007B046985,B046985
S003B025488,B025488
S003B050118,B050118
S005B035788,B035788
S000B034276,B034276
S008B039785,B039785
S000B048494,B048494
S009B022070,B022070
S003B048485,B048485
S004B002849,B002849
S002B023864,B023864
S005B016863,B016863
S009B042533,B042533
S003B010111,B010111
S008B050008,B050008
S009B035559,B035559
S006B001259,B001259
S005B024304,B024304
S003B046600,B046600
S005B008220,B008220
S001B020823,B020823
S000B000784,B000784
S009B035560,B035560
S002B012098,B012098
S001B036957,B036957
S007B012155,B012155
S005B011226,B011226
S003B007868,B007868
S005B049496,B049496
S004B040098,B040098
S009B038577,B038577
S000B007854,B007854
S008B034909,B034909
S008B003888,B003888
S005B049339,B049339
S005B013674,B013674
S003B013727,B013727
S005B018670,B018670
S002B038193,B038193
S000B005215,B005215
S009B043645,B043645
S004B039565,B039565
S001B035154,B035154
S003B046492,B046492
S001B014305,B014305
S005B022747,B022747
S009B019129,B019129
S000B042049,B042049
S008B040027,B040027
S000B012397,B012397
S009B000841,B000841
S002B030578,B030578
S004B014568,B014568
S008B022293,B022293
S007B012654,B012654
S002B023842,B023842
S004B040352,B040352
S001B015224,B015224
S006B045176,B045176
S004B038087,B038087
S008B001687,B001687
S006B013558,B013558
S001B028477,B028477
S005B035870,B035870
S006B038476,B038476
S004B044911,B044911
S001B047818,B047818
S001B005843,B005843
S007B031228,B031228
S005B031075,B031075
S009B013760,B013760
S001B019893,B019893
S003B006775,B006775
S009B038675,B038675
S005B015964,B015964
S006B029802,B029802
S003B016337,B016337
S007B000862,B000862
S003B007846,B007846
S000B007001,B007001
S008B045391,B045391
S001B038637,B038637
S002B029449,B029449
S001B043371,B043371
S001B032001,B032001
S004B039385,B039385
S009B036366,B036366
S000B025988,B025988
S002B012708,B012708
S009B026778,B026778
S000B036005,B036005
S005B033675,B033675
S005B027874,B027874
S004B035943,B035943
S009B001769,B001769
S006B021338,B021338
S005B025539,B025539
S006B007742,B007742
S000B044402,B044402
S009B032595,B032595
S007B036154,B036154
S007B028853,B028853
S002B015301,B015301
S008B032612,B032612
S008B046376,B046376
S006B003386,B003386
S000B045921,B045921
S003B039172,B039172
S007B047976,B047976
S001B018291,B018291
S007B037787,B037787
S001B012708,B012708
S004B050287,B050287
S008B030427,B030427
S001B010111,B010111
S002B029311,B029311
S009B016286,B016286
S006B046091,B046091
S007B030748,B030748
S009B018024,B018024
S005B021666,B021666
S009B040329,B040329
S005B016713,B016713
S006B034055,B034055
S007B030107,B030107
S005B004713,B004713
S000B028321,B028321
S000B004117,B004117
S004B016509,B016509
S003B042623,B042623
S001B014208,B014208
S006B024614,B024614
S009B020994,B020994
S005B045984,B045984
S008B012494,B012494
S007B019393,B019393
S001B017285,B017285
S008B003877,B003877
S004B042683,B042683
S004B032850,B032850
S007B034799,B034799
S009B042623,B042623
S002B008648,B008648
S007B050125,B050125
S006B002528,B002528
S002B000947,B000947
S003B026731,B026731
S002B025477,B025477
S002B037207,B037207
S001B043212,B043212
S008B012551,B012551
S001B034154,B034154
S001B049116,B049116
S006B029827,B029827
S001B031467,B031467
S008B025542,B025542
S000B040857,B040857
S006B027172,B027172
S003B034679,B034679
S001B012791,B012791
S004B036941,B036941
S005B001053,B001053
S003B032390,B032390
S006B022654,B022654
S003B013944,B013944
S003B016925,B016925
S007B038663,B038663
S009B030918,B030918
S001B025125,B025125
S004B013601,B013601
S009B036603,B036603
S001B012263,B012263
S003B004648,B004648
S004B044141,B044141
S005B013474,B013474
S001B015271,B015271
S004B035424,B035424
S003B038143,B038143
S000B038614,B038614
S000B049922,B049922
S009B036251,B036251
S005B044248,B044248
S000B040287,B040287
S007B044735,B044735
S003B025377,B025377
S002B020844,B020844
S006B032984,B032984
S007B029910,B029910
S007B012497,B012497
S002B031866,B031866
S005B000517,B000517
S008B021094,B021094
S004B026548,B026548
S008B023441,B023441
S005B001584,B001584
S001B018299,B018299
S004B013016,B013016
S002B045441,B045441
S002B005639,B005639
S006B007965,B007965
S002B038623,B038623
S007B036041,B036041
S008B031238,B031238
S008B032547,B032547
S006B024267,B024267
S008B036916,B036916
S004B005971,B005971
S000B034372,B034372
S008B027001,B027001
S000B010543,B010543
S002B013204,B013204
S002B019893,B019893
S000B043080,B043080
S005B038305,B038305
S002B009336,B009336
S002B027924,B027924
S004B019931,B019931
S007B032387,B032387
S000B038442,B038442
S008B027330,B027330
S008B034595,B034595
S001B043090,B043090
S003B035096,B035096
S005B004783,B004783
S002B030107,B030107
S009B002324,B002324
S005B024544,B024544
S007B016029,B016029
S001B034337,B034337
S008B040824,B040824
S003B034276,B034276
S001B047810,B047810
S006B048173,B048173
S005B045199,B045199
S002B038427,B038427
S001B030252,B030252
S007B038309,B038309
S008B019842,B019842
S000B034679,B034679
S004B018196,B018196
S002B036885,B036885
S008B003997,B003997
S008B013076,B013076
S008B028759,B028759
S008B047559,B047559
S008B028166,B028166
S000B045586,B045586
S001B009860,B009860
S005B034070,B034070
S006B005774,B005774
S007B020188,B020188
S005B018996,B018996
S000B027511,B027511
S005B012263,B012263
S005B017976,B017976
S000B045260,B045260
S005B019321,B019321
S002B003951,B003951
S006B012672,B012672
S004B030463,B030463
S007B015882,B015882
S005B021007,B021007
S009B018946,B018946
S001B046521,B046521
S004B021338,B021338
S002B036887,B036887
S000B036578,B036578
S003B036726,B036726
S006B046596,B046596
S002B025920,B025920
S004B015733,B015733
S005B013326,B013326
S000B012011,B012011
S005B040834,B040834
S005B023704,B023704
S003B007702,B007702
S002B029802,B029802
S003B007737,B007737
S000B035154,B035154
S001B018024,B018024
S005B020222,B020222
S001B029449,B029449
S005B001387,B001387
S000B037582,B037582
S006B011246,B011246
S006B003161,B003161
S008B027472,B027472
S005B003460,B003460
S008B035736,B035736
S007B024451,B024451
S007B029844,B029844
S005B026879,B026879
S008B012397,B012397
S000B036938,B036938
S000B000290,B000290
S003B024577,B024577
S008B017548,B017548
S001B046458,B046458
S009B004482,B004482
S007B000546,B000546
S000B007671,B007671
S004B015085,B015085
S003B016459,B016459
S009B008973,B008973
S001B003555,B003555
S005B039080,B039080
S001B044815,B044815
S004B040087,B040087
S004B022562,B022562
S005B011295,B011295
S007B048581,B048581
S001B017228,B017228
S007B039641,B039641
S005B012643,B012643
S004B025949,B025949
S003B043240,B043240
S009B022967,B022967
S005B045911,B045911
S002B034602,B034602
S006B023704,B023704
S004B021863,B021863
S004B009858,B009858
S002B010701,B010701
S008B011747,B011747
S006B005336,B005336
S001B016318,B016318
S006B029278,B029278
S005B027903,B027903
S009B042117,B042117
S002B014489,B014489
S004B026879,B026879
S005B035096,B035096
S004B035559,B035559
S000B036154,B036154
S001B028222,B028222
S003B033165,B033165
S008B001584,B001584
S003B048297,B048297
S007B033738,B033738
S002B021007,B021007
S004B043963,B043963
S007B045113,B045113
S008B026955,B026955
S004B004648,B004648
S005B027662,B027662
S000B016823,B016823
S001B023036,B023036
S007B048317,B048317
S007B031031,B031031
S004B044457,B044457
S004B005029,B005029
S004B023236,B023236
S008B009752,B009752
S006B043232,B043232
S001B013880,B013880
S008B042727,B042727
S005B035230,B035230
S002B014806,B014806
S006B031584,B031584
S008B044908,B044908
S003B028207,B028207
S008B014970,B014970
S002B028997,B028997
S007B035478,B035478
S009B042645,B042645
S005B038193,B038193
S005B050264,B050264
S007B005323,B005323
S004B043682,B043682
S006B009682,B009682
S001B020831,B020831
S009B026945,B026945
S001B034609,B034609
S009B040352,B040352
S006B001588,B001588
S007B040450,B040450
S002B012063,B012063
S005B014617,B014617
S008B040825,B040825
S009B043084,B043084
S004B037997,B037997
S007B037582,B037582
S009B017694,B017694
S005B039805,B039805
S005B028307,B028307
S005B009819,B009819
S001B045542,B045542
S007B048213,B048213
S007B023762,B023762
S006B047559,B047559
S003B044430,B044430
S007B030511,B030511
S000B027146,B027146
S000B049958,B049958
S008B019878,B019878
S004B027359,B027359
S004B043600,B043600
S006B036460,B036460
S009B031902,B031902
S000B003888,B003888
S002B009251,B009251
S008B005639,B005639
S004B028008,B028008
S006B010701,B010701
S003B025692,B025692
S009B045190,B045190
S005B000128,B000128
S000B020424,B020424
S005B023512,B023512
S008B018818,B018818
S004B006947,B006947
S009B029766,B029766
S004B006737,B006737
S005B030241,B030241
S003B003156,B003156
S000B013392,B013392
S004B026722,B026722
S002B029844,B029844
S009B032159,B032159
S009B034893,B034893
S005B021989,B021989
S001B000764,B000764
S008B028162,B028162
S009B048136,B048136
S003B030748,B030748
S008B038801,B038801
S006B014617,B014617
S004B050061,B050061
S004B001120,B001120
S000B006332,B006332
S008B038901,B038901
S002B007875,B007875
S003B001122,B001122
S007B040733,B040733
S008B014633,B014633
S007B036366,B036366
S002B038877,B038877
S005B049958,B049958
S005B036519,B036519
S008B015317,B015317
S005B016659,B016659
S001B009725,B009725
S008B030999,B030999
S006B039538,B039538
S000B036941,B036941
S007B018969,B018969
S006B005919,B005919
S002B009141,B009141
S001B022385,B022385
S002B034595,B034595
S002B004874,B004874
S002B044615,B044615
S003B046229,B046229
S008B037421,B037421
S009B012545,B012545
S009B020330,B020330
S003B012212,B012212
S006B027826,B027826
S007B018657,B018657
S004B013371,B013371
S000B001087,B001087
S003B012774,B012774
S008B020378,B020378
S003B006014,B006014
S004B041812,B041812
S008B044557,B044557
S007B023479,B023479
S001B005323,B005323
S006B007412,B007412
S000B032792,B032792
S002B007737,B007737
S002B016532,B016532
S000B009738,B009738
